platen_temp_upper,hydraulic_pressure,density
165.29,147.83,
167.88,142.25,
165.55,154.35,
165.47,151.84,
162.97,147.75,
160.53,151.46,
169.36,158.83,
158.28,153.42,
164.95,170.27,
169.04,156.9,
169.32,153.53,
162.02,146.2,
164.22,152.37,
163.95,157.74,
164.89,143.48,
168.46,147.45,
161.49,153.99,
162.57,155.12,
167.29,148.44,
166.08,154.44,
164.46,156.82,
163.89,159.25,
166.63,147.98,
166.63,152.58,
166.63,156.64,
166.63,200.03,
166.63,204.65,
166.63,216.66,
166.63,202.9,
166.63,200.6,
166.63,156.78,
166.85,160.89,
163.56,149.98,
166.11,149.15,
162.15,151.37,
167.95,151.23,
169.3,146.71,
165.16,164.89,
161.77,138.89,
164.11,160.4,
166.41,163.28,
164.27,156.29,
163.21,151.19,
165.54,160.44,
168.49,145.49,
169.39,155.03,
162.85,152.1,
164.98,143.08,
163.23,153.22,
163.5,140.28,
166.38,153.12,
164.3,153.06,
164.14,150.43,
163.38,143.05,
164.19,144.58,
164.28,153.51,
163.4,152.98,
165.01,140.31,
164.77,154.03,
165.1,146.05,
167.01,140.63,
162.86,156.55,
163.69,143.37,
163.9,145.88,
162.1,153.43,
166.2,146.54,
166.44,156.6,
165.02,143.72,
166.05,153.52,
168.74,146.58,
134.42,144.24,
161.1,156.13,
164.72,146.33,
165.97,150.43,
161.11,143.3,
162.7,147.21,
167.68,141.07,
167.16,147.84,
159.87,153.49,
165.39,152.77,
164.3,149.73,
164.22,156.41,
161.0,145.8,
164.76,159.54,
164.3,150.93,
164.04,170.81,
165.01,149.16,
169.95,144.48,
163.6,146.53,
165.3,155.82,
167.34,142.05,
166.56,142.39,
163.87,147.51,
165.14,150.25,
165.19,145.73,
164.76,150.34,
162.85,150.11,
165.86,158.36,
161.89,152.6,
166.77,150.02,
164.73,149.12,
164.9,154.47,
165.94,152.4,
162.34,151.91,
166.31,149.23,
165.64,157.32,
164.98,154.95,
162.9,147.18,
169.35,150.95,
169.74,149.47,
168.21,119.47,
167.5,89.47,
163.34,59.47,
162.23,29.47,
163.27,0.0,
165.54,0.0,
170.01,0.0,
164.97,0.0,
166.73,0.0,
164.55,0.0,2.498
164.58,0.0,
164.61,0.0,
164.63,0.0,
164.66,0.0,
164.68,0.0,
164.7,0.0,
164.72,0.0,
164.74,0.0,
164.75,0.0,
164.77,0.0,
165.31,25.0,
166.54,48.75,
167.83,71.31,
167.86,92.75,
163.54,113.11,
170.8,132.45,
168.7,160.14,
166.27,151.93,
163.42,166.78,
162.46,143.79,
162.88,145.87,
166.25,148.46,
159.25,156.83,
166.68,156.91,
164.7,145.07,
161.36,155.14,
165.01,152.83,
160.62,159.58,
164.97,148.18,
161.58,157.32,
164.89,151.45,
165.43,158.34,
166.77,148.5,
165.63,150.73,
169.33,161.3,
165.83,154.97,
168.38,145.78,
163.24,154.79,
163.35,149.78,
165.46,150.27,
164.5,158.17,
167.66,142.38,
166.19,154.8,
166.1,159.77,
164.53,152.52,
164.62,150.24,
164.86,146.97,
166.76,157.25,
165.01,152.35,
165.06,143.13,
163.68,139.64,
163.05,147.75,
163.95,145.42,
164.83,145.79,
166.99,147.12,
163.61,155.63,
165.07,155.21,
164.53,149.96,
164.14,152.24,
164.36,156.39,
160.96,156.1,
164.55,153.78,
168.36,152.97,
165.75,156.5,
164.38,150.04,
167.28,146.18,
166.29,159.1,
162.34,156.94,
165.58,148.07,
166.52,152.64,
162.59,163.41,
160.5,139.29,
164.75,162.33,
164.0,153.69,
164.72,156.04,
164.66,154.76,
171.69,144.31,
167.27,155.68,
164.85,149.33,
167.89,143.96,
159.96,153.87,
165.15,158.69,
163.7,148.41,
160.09,148.15,
164.86,155.2,
166.05,150.76,
165.85,148.65,
162.15,140.29,
162.15,145.6,
162.15,155.48,
162.15,140.61,
162.15,154.41,
162.15,154.35,
162.15,145.06,
162.15,157.27,
162.15,155.86,
162.15,153.75,
167.97,154.0,
162.69,147.03,
164.65,146.83,
167.41,147.44,
167.5,145.61,
165.22,148.47,
165.49,154.65,
166.02,145.98,
160.64,167.44,
166.23,152.1,
163.78,156.28,
169.78,166.88,
164.57,154.68,
166.31,150.31,
165.75,159.72,
166.56,160.7,
167.09,150.48,
166.82,163.68,
164.58,147.75,
164.1,153.24,
167.66,147.23,
164.66,151.4,
162.14,150.65,
161.86,159.06,
164.16,144.15,
162.57,151.59,
162.16,166.42,
165.69,138.28,
162.06,147.7,
165.28,144.0,
165.55,149.13,
166.44,145.06,
161.55,164.23,
164.05,154.29,
166.2,161.51,
159.86,145.18,
164.67,144.24,
167.03,163.87,
166.4,149.29,
167.67,147.69,
162.91,152.46,
161.91,157.75,
161.32,161.86,
162.64,148.85,
163.17,147.02,
163.26,145.79,
166.93,153.27,
164.36,143.52,
164.26,155.57,
163.06,158.51,
165.89,156.12,
166.49,157.19,
164.26,151.75,
167.88,149.77,
162.73,148.48,
170.04,151.14,
170.32,159.11,
164.13,153.08,
166.34,153.88,
165.01,152.1,
168.76,151.0,
163.71,147.8,
162.22,154.66,
165.13,155.6,
165.17,149.29,
166.61,143.97,
166.15,146.83,
163.58,154.33,
163.41,149.99,
164.66,146.16,
162.84,149.99,
165.33,139.86,
166.34,149.17,
166.66,119.17,
165.13,89.17,
162.95,59.17,
161.8,29.17,
164.7,0.0,
166.85,0.0,
163.23,0.0,
166.33,0.0,
166.32,0.0,
168.89,0.0,2.511
168.64,0.0,
168.41,0.0,
168.19,0.0,
167.98,0.0,
167.79,0.0,
167.61,0.0,
167.44,0.0,
167.28,0.0,
167.14,0.0,
167.0,0.0,
167.84,25.0,
164.53,48.75,
167.2,71.31,
165.41,92.75,
167.38,113.11,
162.49,132.45,
166.73,143.84,
167.43,152.58,
165.07,151.95,
164.65,147.48,
168.22,155.84,
168.14,162.88,
158.58,159.62,
160.62,155.42,
165.44,153.83,
163.32,155.65,
165.16,149.54,
163.29,152.47,
164.39,147.48,
166.35,160.29,
166.02,156.5,
162.34,153.29,
166.16,138.43,
166.15,146.32,
167.07,146.14,
166.35,158.57,
165.6,157.79,
164.31,154.75,
167.69,158.24,
166.09,167.19,
169.74,156.34,
165.17,151.56,
165.96,167.21,
164.78,154.38,
159.1,161.96,
166.98,138.97,
163.09,156.48,
162.65,162.33,
166.5,150.9,
165.01,155.0,
165.08,153.79,
164.75,161.9,
165.9,140.19,
165.93,137.45,
167.57,159.79,
164.02,157.11,
168.64,149.67,
164.07,149.9,
164.97,159.34,
164.97,153.45,
167.89,146.13,
164.56,149.46,
165.68,154.22,
166.96,149.22,
169.82,154.07,
169.2,141.15,
165.45,153.8,
163.28,148.57,
168.9,152.04,
164.3,156.13,
162.82,161.05,
163.69,156.11,
164.43,153.97,
162.76,160.89,
164.33,143.5,
159.9,144.95,
162.97,155.67,
165.75,153.9,
164.96,164.79,
167.46,156.24,
162.06,148.94,
170.46,144.18,
165.4,139.94,
159.33,146.37,
165.78,148.96,
168.38,155.1,
164.56,155.61,
167.23,153.13,
163.34,155.64,
167.85,143.16,
160.55,148.34,
162.15,148.09,
166.41,147.8,
163.31,152.88,
164.73,155.02,
166.86,137.67,
162.49,156.47,
165.41,144.66,
165.79,157.9,
160.93,153.43,
166.29,155.84,
164.18,150.18,
164.51,147.27,
159.77,151.05,
160.68,157.03,
167.57,153.53,
165.95,150.99,
163.75,156.57,
163.16,150.1,
162.45,145.66,
163.99,151.05,
164.61,146.67,
169.26,148.06,
166.76,143.56,
163.57,150.41,
166.0,159.96,
164.58,160.35,
159.35,155.66,
159.89,156.25,
164.84,154.48,
161.68,141.88,
165.51,138.07,
165.56,158.71,
164.76,151.15,
166.92,150.63,
166.28,151.19,
163.87,155.39,
160.85,154.25,
161.17,151.5,
163.35,149.67,
164.21,151.21,
161.81,141.26,
162.27,141.06,
161.23,163.47,
163.41,153.67,
164.7,154.76,
165.85,153.56,
167.16,145.47,
164.25,156.33,
163.05,153.65,
164.13,144.03,
163.96,144.83,
166.52,151.38,
164.69,164.28,
167.29,144.79,
167.28,164.55,
165.4,148.07,
168.03,159.73,
162.78,156.1,
165.44,156.1,
170.0,152.39,
165.89,147.19,
167.09,144.65,
163.91,153.76,
165.36,153.05,
165.0,150.67,
163.04,148.08,
162.83,151.11,
163.46,148.83,
164.69,157.21,
169.17,149.46,
161.79,149.9,
165.04,149.98,
163.74,149.32,
168.11,146.64,
162.84,147.15,
165.01,147.5,
159.5,151.16,
162.91,155.77,
162.49,145.61,
164.42,115.61,
165.49,85.61,
164.47,55.61,
161.54,25.61,
163.93,0.0,
164.98,0.0,
163.03,0.0,
163.42,0.0,
159.88,0.0,
164.08,0.0,2.476
164.14,0.0,
164.2,0.0,
164.25,0.0,
164.3,0.0,
164.34,0.0,
164.39,0.0,
164.43,0.0,
164.46,0.0,
164.5,0.0,
164.53,0.0,
164.42,25.0,
166.38,48.75,
163.94,71.31,
157.57,92.75,
167.57,113.11,
167.12,132.45,
167.93,158.75,
163.37,160.41,
164.48,155.35,
164.51,156.57,
162.92,152.53,
164.52,163.57,
164.76,164.18,
164.25,154.48,
164.91,152.51,
169.59,159.82,
162.97,160.54,
166.35,148.68,
160.56,143.68,
163.82,161.89,
165.97,162.89,
161.09,150.9,
169.58,152.08,
161.06,156.16,
166.46,153.94,
163.86,151.42,
165.29,149.77,
166.03,154.21,
168.14,142.79,
164.07,156.18,
164.79,138.84,
162.9,148.86,
167.42,140.14,
167.04,157.97,
164.9,159.82,
165.07,154.7,
160.25,155.19,
165.55,162.21,
169.16,148.67,
164.66,150.62,
166.67,152.76,
165.27,161.32,
165.17,155.07,
162.69,155.66,
160.98,157.08,
164.98,158.27,
167.32,149.77,
170.87,163.54,
161.02,141.49,
166.08,153.33,
167.13,144.81,
167.13,151.78,
167.13,153.54,
167.13,156.68,
167.13,159.57,
167.13,155.17,
167.13,151.13,
167.13,215.95,
168.79,209.84,
163.32,210.99,
164.99,151.07,
167.59,156.99,
163.09,154.91,
163.33,154.26,
162.86,147.07,
162.12,148.76,
164.63,157.34,
165.01,155.67,
165.52,148.99,
162.15,146.9,
164.19,148.53,
165.73,159.71,
167.71,160.77,
162.03,148.86,
163.3,145.3,
166.04,150.04,
165.1,145.61,
163.33,155.16,
163.17,170.85,
161.28,142.35,
165.6,158.88,
160.92,151.27,
164.6,150.08,
166.58,147.52,
166.31,157.63,
166.85,156.3,
164.91,142.97,
161.0,159.01,
163.92,160.7,
164.5,150.36,
164.09,153.91,
161.85,152.89,
161.24,150.74,
163.89,155.33,
160.28,145.01,
161.61,156.11,
170.0,144.29,
166.6,155.37,
167.9,162.64,
157.54,154.06,
166.08,162.5,
168.03,162.63,
163.9,149.97,
164.91,160.65,
163.91,165.63,
163.0,5.77,
166.08,8.76,
169.44,3.18,
166.21,28.02,
169.1,51.62,
163.66,74.04,
165.93,95.34,
169.52,115.57,
165.02,134.79,
158.56,157.47,
160.02,160.95,
163.23,152.79,
164.15,148.33,
163.6,154.72,
162.54,160.8,
165.26,149.66,
161.92,149.89,
166.38,142.7,
168.07,162.48,
164.5,155.75,
163.57,159.44,
164.59,160.44,
165.14,151.8,
186.8,158.9,
195.64,155.29,
193.6,153.37,
170.75,151.33,
164.59,154.17,
163.82,148.29,
166.05,147.66,
164.83,157.35,
170.02,148.43,
163.12,150.28,
163.16,160.09,
162.51,148.68,
166.48,151.47,
163.62,148.73,
163.67,147.45,
164.72,143.94,
166.05,150.31,
163.52,149.37,
166.55,147.35,
166.19,145.35,
165.75,152.46,
164.64,156.28,
167.23,156.57,
165.2,150.19,
165.99,150.19,
167.09,147.95,
166.43,148.1,
164.35,150.83,
162.83,157.51,
162.52,152.35,
163.22,146.4,
165.72,147.65,
169.63,117.65,
165.32,87.65,
164.95,57.65,
166.31,27.65,
166.83,0.0,
165.55,0.0,
166.1,0.0,
169.75,0.0,
167.63,0.0,
160.48,0.0,2.502
160.77,0.0,
161.05,0.0,
161.3,0.0,
161.54,0.0,
161.76,0.0,
161.97,0.0,
162.17,0.0,
162.35,0.0,
162.52,0.0,
162.68,0.0,
163.85,25.0,
169.7,48.75,
167.5,71.31,
162.39,92.75,
163.82,113.11,
163.91,132.45,
166.85,156.07,
165.27,163.97,
167.49,158.32,
164.03,145.4,
159.86,158.1,
165.02,146.7,
166.4,155.85,
166.73,152.79,
166.81,151.66,
164.59,143.19,
162.76,149.85,
168.7,156.55,
164.96,148.07,
163.76,148.07,
163.41,155.66,
167.23,147.77,
161.81,159.19,
162.91,146.37,
165.96,151.21,
167.29,141.65,
168.59,147.49,
166.55,148.72,
167.58,158.42,
163.57,153.45,
164.06,146.22,
166.23,149.79,
162.43,162.26,
164.44,147.04,
171.31,142.36,
165.22,156.52,
164.02,155.06,
167.3,146.46,
165.44,159.09,
171.13,156.2,
161.88,140.61,
163.36,159.45,
167.77,148.52,
164.26,162.76,
159.95,159.61,
169.99,164.22,
168.19,150.53,
161.56,143.24,
166.11,152.79,
166.95,151.43,
163.09,154.51,
164.47,147.21,
160.73,156.57,
163.98,151.37,
167.16,156.52,
165.44,149.11,
163.96,164.02,
169.41,153.46,
162.71,154.04,
163.71,156.56,
167.0,144.56,
164.05,165.21,
163.44,152.69,
166.93,153.06,
164.31,156.61,
167.94,147.52,
164.98,160.06,
167.73,141.07,
164.43,139.35,
164.9,152.26,
165.9,155.33,
170.65,148.04,
164.49,157.3,
160.58,155.28,
165.41,147.81,
167.38,153.92,
165.12,166.65,
159.0,155.22,
164.23,171.26,
168.67,149.87,
167.37,157.15,
160.83,146.44,
167.73,157.06,
165.42,205.05,
160.08,203.91,
164.45,209.02,
165.66,207.62,
162.9,215.54,
164.87,160.7,
164.36,151.58,
169.02,165.93,
168.71,142.94,
164.15,153.17,
165.82,147.43,
168.44,164.74,
163.45,153.84,
166.82,165.51,
164.23,146.17,
165.78,152.71,
165.76,156.87,
162.25,151.24,
166.61,146.41,
162.01,152.72,
161.8,155.59,
164.78,156.64,
165.18,156.48,
164.19,154.73,
168.57,146.1,
162.64,146.76,
164.75,157.58,
166.24,160.44,
166.29,166.32,
165.68,145.76,
162.47,151.36,
165.16,152.27,
162.38,159.44,
165.68,168.43,
165.29,158.83,
167.85,156.35,
165.81,154.81,
163.23,155.21,
163.69,147.52,
164.78,161.09,
165.55,143.66,
165.92,147.38,
164.91,151.31,
161.99,152.93,
165.7,146.28,
161.29,163.48,
169.28,149.41,
167.61,157.93,
161.98,155.07,
160.91,146.59,
161.56,150.97,
163.39,153.4,
166.37,146.76,
165.78,161.35,
169.31,151.05,
168.88,148.45,
164.73,155.78,
165.31,152.03,
163.13,152.98,
166.45,152.1,
164.31,144.68,
164.87,153.9,
164.59,152.58,
162.29,143.57,
162.61,149.06,
165.84,153.12,
165.75,149.06,
158.98,149.86,
164.93,153.88,
164.33,147.37,
162.61,143.83,
167.53,142.27,
166.39,147.17,
164.16,152.11,
163.77,152.95,
168.48,153.04,
164.08,145.88,
165.48,115.88,
165.48,85.88,
166.85,55.88,
165.68,25.88,
166.15,0.0,
168.75,0.0,
166.28,0.0,
163.86,0.0,
166.86,0.0,
168.82,0.0,2.497
168.57,0.0,
168.34,0.0,
168.13,0.0,
167.93,0.0,
167.74,0.0,
167.56,0.0,
167.4,0.0,
167.24,0.0,
167.1,0.0,
166.96,0.0,
161.57,25.0,
162.42,48.75,
163.89,71.31,
161.94,92.75,
162.62,113.11,
163.2,132.45,
165.29,152.47,
167.55,158.08,
164.48,136.96,
163.9,153.34,
167.05,144.0,
159.96,160.27,
166.77,148.2,
162.58,161.97,
167.86,149.84,
166.63,153.74,
168.91,151.55,
168.79,164.0,
169.39,149.54,
167.71,156.84,
166.19,154.73,
167.97,154.34,
165.57,149.43,
164.02,151.29,
161.45,153.08,
164.37,162.06,
161.22,144.69,
164.56,158.38,
165.63,158.69,
169.81,157.39,
165.14,160.52,
166.67,156.45,
166.04,157.25,
163.56,153.31,
164.91,149.39,
167.99,161.48,
165.95,155.36,
166.53,155.09,
162.33,146.96,
165.87,156.97,
163.62,157.92,
162.54,156.55,
163.73,151.11,
166.17,150.82,
161.86,154.56,
165.53,154.51,
169.79,143.31,
163.28,155.24,
165.8,145.54,
163.08,148.62,
167.06,158.65,
162.62,153.51,
163.87,156.59,
164.71,162.18,
163.07,147.91,
159.0,155.19,
163.98,157.51,
164.01,148.69,
164.59,151.7,
163.76,160.51,
167.59,143.38,
164.11,157.7,
162.69,154.5,
166.35,158.64,
164.08,152.15,
165.61,160.02,
164.55,158.21,
167.45,155.1,
166.05,166.25,
170.7,145.14,
165.22,152.96,
170.86,141.37,
166.74,149.2,
164.15,152.28,
164.25,151.51,
162.76,154.74,
164.91,161.71,
164.73,154.06,
164.66,163.85,
167.37,158.51,
165.06,144.4,
165.92,155.38,
165.82,149.03,
160.14,152.33,
166.95,154.91,
165.69,151.89,
164.05,160.87,
168.18,144.95,
168.02,152.14,
165.96,154.7,
166.82,152.61,
168.07,146.84,
166.75,158.52,
165.16,149.96,
169.23,146.51,
169.06,154.63,
161.33,162.13,
163.93,148.53,
162.37,153.34,
164.43,165.97,
161.81,154.87,
170.13,153.48,
162.87,160.87,
165.03,166.26,
166.78,151.83,
163.61,156.03,
167.98,153.75,
168.36,157.9,
165.04,150.25,
164.67,149.37,
163.49,150.78,
162.2,146.43,
166.04,152.16,
166.34,157.81,
167.87,151.97,
164.1,146.72,
166.68,158.4,
166.54,140.38,
162.96,163.44,
167.43,156.8,
163.09,150.09,
163.12,154.83,
164.55,152.72,
163.4,143.37,
164.77,149.65,
162.59,160.82,
165.91,154.29,
166.28,144.6,
167.26,149.51,
167.23,155.78,
163.12,164.95,
167.93,153.19,
168.89,143.65,
165.38,150.21,
165.91,154.06,
165.98,149.02,
165.48,155.21,
167.17,153.98,
165.6,154.25,
163.03,154.44,
165.08,153.13,
164.93,150.89,
165.87,155.19,
165.24,148.47,
171.83,154.5,
162.96,145.28,
161.17,145.6,
160.83,153.46,
167.41,156.16,
166.74,146.16,
165.14,153.91,
161.76,147.62,
167.34,150.8,
163.73,151.06,
163.96,141.66,
164.62,156.06,
165.41,146.7,
163.26,154.81,
166.64,154.46,
166.62,151.52,
163.56,121.52,
161.2,91.52,
164.44,61.52,
158.28,31.52,
163.2,1.52,
166.46,0.0,
163.62,0.0,
165.3,0.0,
165.9,0.0,
163.59,0.0,2.503
30.21428153880043,0.014384566260950204,
30.319974725656543,0.019237542473642337,
30.417666257842583,0.04577292147603846,
30.475860130702085,0.010022553174000293,
30.474457185529317,0.07652126916174726,
30.507699829359822,0.07054677067412048,
30.402146535975383,0.02426385649077887,
30.315078250883047,0.07389835254375182,
30.15290803594653,0.013311722853280706,
30.04663952012081,0.05908422292698608,
29.904343080689397,0.01358737961631443,
29.709752119401344,0.06264878303932972,
29.610280750399866,0.0792475381344783,
29.536629714073918,0.06106437838554467,
29.54815700749694,0.064551329233724,
29.50042420001687,0.04268244464377425,
29.615604024600454,0.07340241011972085,
29.615604024600454,0.07340241011972085,
29.615604024600454,0.07340241011972085,
29.972145553739153,0.06868423892944117,
30.040675154756194,0.0732903262447261,
30.21881582073593,0.07252749432843242,
30.32099555911524,0.0665951089216933,
30.405487110867977,0.062060074619674895,
30.50286012295773,0.06330207460241358,
30.521976922465292,0.074626197697399,
30.469997627565995,0.07290419652181335,
30.406125710634083,0.019890648294102357,
30.312214297408538,0.031066768772252777,
30.16275163848152,0.04782874286041137,
29.944581109425428,0.4675034175626325,
29.81898091583044,0.0370333775287809,
29.680479211960545,0.056357683675723906,
29.643912018339865,0.07255574923133577,
29.51545645442213,0.06075367064574207,
29.542758664169163,0.050617337866089365,
29.56246166083325,0.06738532671400517,
29.607703335550323,0.04997280024828478,
29.666768465885458,0.05531557387805664,
29.822014526576922,0.07839248529172418,
29.92128479033194,0.06443385285579457,
30.120726044481838,0.01958182862781311,
30.278051602651818,0.026545778921304844,
30.376188389875942,0.03694266633240429,
30.4669986734889,0.019226847224507532,
30.48503828844051,0.06884276092240073,
30.48342423198763,0.02572149300568212,
30.48179733775578,0.054134326612186034,
30.33193984439608,0.04332838324134408,
30.25843178405879,0.05014789417212464,
30.08622728970009,0.060785467058072036,
29.938554722022324,0.06633675884574142,
29.79552305242523,0.07813543861354719,
29.680781416197032,0.07607132046911448,
29.61698072811436,0.06546862768835729,
29.563410796501742,0.5542178293053063,
29.456884158261133,0.05657019912467613,
29.552604439114283,0.04210813664263728,
29.545409757146146,0.016268092998773,
29.712075574788958,0.018366084427971816,
29.79891702712038,0.0689082137521489,
29.961632826325108,0.0231355829629391,
30.085289479784798,0.026515926364003538,
30.206627049400723,0.021623809896318402,
30.340158362103875,0.06628554555885777,
30.447072778213116,0.0662906059772944,
30.48233520837646,0.05339133839788294,
30.452999093261614,0.06706140845101637,
30.40538266860166,0.04415284409580924,
30.382967590322377,0.04847216634330051,
30.237585290246884,0.07321630279200003,
30.104349328356054,0.014451855892763684,
29.978381413625467,0.041971081628199944,
29.850398205419495,0.04426111314332736,
29.671129763392727,0.06148146561155833,
29.609538838968835,0.07463755023049264,
29.552553749084126,0.07887945217810655,
29.504336881204313,0.01771979323135965,
29.54193390524646,0.05655089794042897,
29.639149205771087,0.04605603989271103,
29.714848174738073,0.05199460580130568,
29.830642524733427,0.017502391014322487,
30.00285641211213,0.04205377382341031,
30.148523253637276,0.011889416286124735,
30.31222107109062,0.011347790117914916,
30.3457999177868,0.0762390517806973,
30.496563091209275,0.010857964739084385,
30.54319823339782,0.0110277853755938,
30.46408198833616,0.07822943290368889,
30.451872621633022,0.01596503913750008,
30.354506288764163,0.017623377469153587,
30.192657319420622,0.050743017731379673,
30.091222097588275,0.06865499463533216,
29.953155310029867,0.051931959247848186,
29.754415123032636,0.07509912245693656,
29.61915950468971,0.053780567628599715,
29.610576763535317,0.060753166171931654,
29.51036771261951,0.0633884972727016,
29.492891545788904,0.032944199668192745,
29.50802801747589,0.07776221704865126,
29.63273730269424,0.010068374095294248,
29.721304410143407,0.04935272691387878,
29.830399766263437,0.0799943703968403,
29.984912819351308,0.06629079908545989,
42.1843956108536,0.04732691960806375,
30.26624260198075,0.05212394247996084,
30.438651048442267,0.0499200311062511,
30.482631519334618,0.02277777565984448,
30.532924477714175,0.07240350914226891,
30.472529324130953,0.049307777978897745,
30.446712642756623,0.019420674399907197,
30.32238189841992,0.010859603681581315,
30.208019431299068,0.0429625002386346,
30.08107299255865,0.04981271152535416,
29.963337068013153,0.07833106284999707,
29.72835704969986,0.04495280489083459,
29.690744745097795,0.07088819372320229,
29.550105412446207,0.06487943846464186,
29.549605076742438,0.07692229407559059,
29.489632827192448,0.037229694838338136,
29.494360893888032,0.06789460028208487,
29.653513172836757,0.05513204197532369,
29.72021424062127,0.0171586699132329,
29.82012045352021,0.011159859125388269,
30.037678005632667,0.020851677133255857,
30.200260163418516,0.07134226725530315,
30.28109542172573,0.024917276854491546,
30.432029087452026,0.02801748424011863,
30.427077888989416,0.054086551028444875,
30.46575821371041,0.053045747659753374,
30.488336535787035,0.05209071031743782,
30.46202817662706,0.06490544716222532,
30.359067361172468,0.06196178607190745,
30.199196092651253,0.01774216312329785,
30.0620254915783,0.04207356669683205,
29.885613982508822,0.032115618721796836,
29.797385099394496,0.041233922889965614,
29.624641654993823,0.01576261477863506,
29.59408527126376,0.011530802609415676,
29.537523864366836,0.012896227323492805,
29.54170748905292,0.0653567566106578,
29.50589672886742,0.04005486004711194,
29.658267047746516,0.057849887486217416,
29.70857277123561,0.07767684460866031,
29.895386852322943,0.0154771628041665,
29.987228313490682,0.017821431687152778,
30.156335305237175,0.01636174413090765,
30.261669444843488,0.06089627829312988,
30.386136477723728,0.021249043294070673,
30.456053094725927,0.022969655894764553,
30.497959607135634,0.04799803085304827,
30.436378135587894,0.020803426749218194,
30.409562499504666,0.04887216683215153,
30.328557337459127,0.0718823040561441,
30.144779050589566,0.04946433119679927,
29.990917323641394,0.02666310356353121,
39.84162489739859,0.03403360151208066,
29.736095988512435,0.048270704351128374,
29.604821366312663,0.0627480080023998,
29.584571763610374,0.06575198201598362,
29.477108790642337,0.07108552770620512,
29.55703768190614,0.026814078206588293,
29.510357666510785,0.027949806200746184,
29.691069616388788,0.050426130254170934,
29.77538513434978,0.05037114595654328,
29.893677604178492,0.06893101490705417,
30.009382491887546,0.07116973573756766,
30.147828945680434,0.04337779379201391,
30.341782817830726,0.033641216404018195,
30.375921891990142,0.05707963392483278,
30.509852732948637,0.030088486784306492,
30.49873479641916,0.059838016961199045,
30.46080289521112,0.04616238400528352,
30.446961355856775,0.02493848851985122,
30.271811499327512,0.05244119366524942,
30.197515675852028,0.05276382249921358,
30.052006104303352,0.049591466423664056,
29.82715075374903,0.020191928024829678,
29.76432778528704,0.016134661881542375,
29.634108515021875,0.018371915973270984,
29.54369646747065,0.07233915157212654,
29.453226852028454,0.02915975123205869,
29.518213198788363,0.043593905112405226,
29.590543377404263,0.010687011208570182,
29.65023733182393,0.0712227353061477,
29.773144765645917,0.06459743937665285,
29.89853006791645,0.03914523285124742,
30.071299144232672,0.052608122567269204,
30.20638960805298,0.024372344835588585,
30.365638463312184,0.035930344111930856,
42.4076067559525,0.010314538499074084,
30.53113925900544,0.048566797827798554,
30.472287253536354,0.05622520284320876,
30.502268435328766,0.062121538754122296,
30.411415744722472,0.315811816480359,
30.28682630106058,0.023024935602679708,
30.178743686907186,0.029663601581294184,
30.011406450445055,0.05400678575791457,
29.847409156830064,0.05296406866210418,
29.748628882409008,0.039831137677131,
29.566006571624627,0.04173962066848692,
29.5627648375254,0.06909499155956063,
29.49614082815375,0.032345750444261884,
29.519167254950542,0.04469861926349408,
29.54314605132987,0.028153139869769327,
29.717902030700678,0.06590530583769635,
29.81871337973593,0.036994166437356826,
29.92833519522142,0.05937199755863344,
30.128386145598576,0.032861909612037415,
30.253838671213312,0.020294513912969762,
30.362622098799385,0.010030595538770518,
30.425947277804934,0.06545388961252006,
30.540271364353572,0.5481005380035553,
30.544506740844202,0.015004980806549037,
30.456150503082505,0.07059708867968159,
30.380400717524687,0.014681032865664592,
30.302910382824106,0.025214509384601888,
30.091731361419466,0.03613885361764933,
29.944272539264077,0.04762796065360166,
29.79209319484083,0.037700672236428645,
29.653554741204797,0.018798457193840525,
29.58712321747139,0.06140725722941457,
29.58712321747139,0.06140725722941457,
29.58712321747139,0.06140725722941457,
29.58712321747139,0.06140725722941457,
29.6074756138742,0.03276947539672131,
29.655345961992747,0.05169066940064802,
29.771385362841258,0.01913157375720142,
29.941719913119904,0.05129640996085544,
30.09738192275137,0.019716058070381327,
30.224323271266393,0.010552264888483365,
30.393780595163893,0.05199570450962134,
30.41669702478545,0.037691772142100254,
30.504805499994042,0.036082885850089466,
30.52065943930097,0.013565914445652996,
30.474196298997462,0.07110463947801894,
30.32184053450735,0.021095647439291598,
30.269703497395007,0.05025411812760572,
30.070340254689146,0.01498903396268368,
29.910259395057757,0.06233610180181012,
29.837821166842087,0.042065193344681215,
39.65444431934219,0.07681515508389003,
29.537317858291406,0.06931217549719716,
29.519551957495544,0.02295115149478011,
29.466635684210537,0.03259494439388541,
29.5316441243629,0.012486567365958904,
29.62432938190635,0.049965655113960256,
29.752249887008322,0.051237921300412666,
29.80062610831592,0.05985810539998359,
30.005931634837378,0.04035694237406174,
30.162095943049863,0.06236277423286319,
30.273592963551767,0.048343723583469056,
30.36625057327186,0.01810896159780876,
30.443442763756302,0.03154980467897825,
30.50962411905881,0.03505539794432002,
30.460606288309176,0.019019575250971543,
30.42565462513205,0.051930661766453404,
30.31725219210966,0.053748481435289465,
30.235877569995314,0.02053299958407836,
30.099581389784305,0.04503756954400736,
29.900102981396074,0.05776374829307045,
29.811012262687196,0.04898755070184517,
29.63276887224551,0.04532900280528756,
29.58955040738565,0.06692962393248217,
29.524275894759267,0.06630779846432205,
